id,sub_category,code,description,is_active,local_code
10839,EXTERNAL EYE AND CORNEA,65855,Laser Trabeculoplasty,TRUE,
10840,EXTERNAL EYE AND CORNEA,66710,Laser Capsulotomy,TRUE,
10841,EXTERNAL EYE AND CORNEA,66711,Destruction of Tissue Encircling Lens using an Endoscope,TRUE,
10842,EXTERNAL EYE AND CORNEA,66720,Destruction of Tissue Encircling Lens,TRUE,
10843,EXTERNAL EYE AND CORNEA,66740,Destruction of Tissue of Eyelid Border,TRUE,
10844,EXTERNAL EYE AND CORNEA,66770,Destruction of Growth of Iris using Laser,TRUE,
10845,EXTERNAL EYE AND CORNEA,67228,Pan Retinal Photocoagulation (PRP),TRUE,
10846,EXTERNAL EYE AND CORNEA,92071,Fitting of Contact Lens for Treatment of Ocular Surface Disease,TRUE,
10847,EXTERNAL EYE AND CORNEA,92072,Fitting of Contact Lens for Management of Corneal Degeneration,TRUE,
10848,EXTERNAL EYE AND CORNEA,92136,Keratometry,TRUE,
10849,EXTERNAL EYE AND CORNEA,92275,Electro-Retinogram (ERG),TRUE,
10850,EXTERNAL EYE AND CORNEA,76516,A Scan,TRUE,
10851,EXTERNAL EYE AND CORNEA,76512,B Scan,TRUE,
10852,EXTERNAL EYE AND CORNEA,92018,EYE-EUA,TRUE,
10853,EXTERNAL EYE AND CORNEA,92250,Fundus Photograph,TRUE,
10854,EXTERNAL EYE AND CORNEA,92081,Visual Field Analysis,TRUE,
10855,EXTERNAL EYE AND CORNEA,92004,Low Vision Assessment,TRUE,
10856,EXTERNAL EYE AND CORNEA,92025,Cornea Topography,TRUE,
10857,EXTERNAL EYE AND CORNEA,0198T,Measurement of Eye Intra Ocular Pressure,TRUE,
10858,EXTERNAL EYE AND CORNEA,67041,Removal of Membrane From the Retina,TRUE,
10859,EXTERNAL EYE AND CORNEA,67042,"Removal of Membrane From the Retina, Pars Plana Approach",TRUE,
10860,EXTERNAL EYE AND CORNEA,67101,"Repair of Detached Retina, 1 or more Sessions",TRUE,
10861,EXTERNAL EYE AND CORNEA,67107,Repair of Detached Retina and Drainage of Eye Fluid Between Lens And Retina,TRUE,
10862,EXTERNAL EYE AND CORNEA,67110,Repair of Detached Retina by Injection of Air or Gas,TRUE,
10863,EXTERNAL EYE AND CORNEA,67113,Repair of Detached Retina and Drainage of Eye Fluid Between Lens And Retina,TRUE,
10864,EXTERNAL EYE AND CORNEA,67115,Release of Retinal Encircling Material,TRUE,
10865,EXTERNAL EYE AND CORNEA,67120,Removal of Implant Material from outside the Eye,TRUE,
10866,EXTERNAL EYE AND CORNEA,67121,Removal of Implant Material from inside the Eye,TRUE,
10867,EXTERNAL EYE AND CORNEA,67145,"Preventive Retinal Detachment Treatment by Heat or Laser, 1 or more Sessions",TRUE,
10868,EXTERNAL EYE AND CORNEA,67208,"Destruction of Retinal Growth by Heat or Freezing, 1 or more Sessions",TRUE,
10869,EXTERNAL EYE AND CORNEA,67218,"Destruction of Retinal Growth with Implantation of Radiation Source, 1 or more Sessions",TRUE,
10870,EXTERNAL EYE AND CORNEA,67220,"Destruction of Vascular Growth Between Retina and Sclera, 1 or more Sessions",TRUE,
10871,EXTERNAL EYE AND CORNEA,67221,Destruction of Vascular Growth Between Retina and Sclera,TRUE,
10872,EXTERNAL EYE AND CORNEA,67225,"Destruction of Vascular Growth Between Retina and Sclera, at single Session",TRUE,
10873,EXTERNAL EYE AND CORNEA,67227,"Destruction of Leaking Retinal Blood Vessels, 1 or more Sessions",TRUE,
10874,EXTERNAL EYE AND CORNEA,67229,"Laser Destruction or Freezing of Extensive Leaking Retinal Blood Vessels, Preterm Infant, 1 or more Sessions",TRUE,
10875,EXTERNAL EYE AND CORNEA,67005,Anterior Vitrectomy,TRUE,
10876,EXTERNAL EYE AND CORNEA,67015,Vitrectomy,TRUE,
10877,EXTERNAL EYE AND CORNEA,67025,Injection of Synthetic Eye Fluid,TRUE,
10878,EXTERNAL EYE AND CORNEA,67027,Implantation of Eye Drug Delivery System,TRUE,
10879,EXTERNAL EYE AND CORNEA,67028,Intra Vitreal Injection,TRUE,
10880,ENT,92553,Audiometry-Spec Investigation,TRUE,
10881,ENT,43194,Oesophagus FB Removal,TRUE,
10882,ENT,11005,Sloughectomy (G/A or Without G/A),TRUE,
10883,ENT,11440,Head and Neck Tumo Excision and Flap Econstruction,TRUE,
10884,ENT,69632,Ossiculoplasty,TRUE,
10885,ENT,42890,Palatopharyngotomy Plus Tuomor Excision,TRUE,
10886,ENT,92538,Vestibular Test,TRUE,
10887,ENT,30300,Removal of Foreign Body in Nose,TRUE,
10888,ENT,D7260,Oral Antral Fistula Repair,TRUE,
10889,ENT,42665,Tying Salivary Gland Duct,TRUE,
10890,ENT,31600,Tracheostomy,TRUE,
10891,ENT,42835,Adenoidectomy/Adenotomy,TRUE,
10892,ENT,42820,Adenotonsilectomy,TRUE,
10893,ENT,31561,Arytenoidectomy,TRUE,
10894,ENT,31032,Bilateral/Unilateral Cald Wel Luc,TRUE,
10895,ENT,42810,Brachial Cyst/ Fistula Excision,TRUE,
10896,ENT,38720,Cervical Node Excision,TRUE,
10897,ENT,31360,Cordectomy,TRUE,
10898,ENT,31535,Direct Laryngoscopy & Biopsy,TRUE,
10899,ENT,31237,Direct Nasopharyingoscopy & Biopsy,TRUE,
10900,ENT,42815,Excision of Branchial Fistulla,TRUE,
10901,ENT,69140,Excision of Osteoma of External Auditory Canal,TRUE,
10902,ENT,42140,Excision of Soft Palate Tumour,TRUE,
10903,ENT,31780,Excision Subglottic Stenosis,TRUE,
10904,ENT,31201,External Ethmoidectomy,TRUE,
10905,ENT,31255,Functional Endoscope Sinus Surgery (Fess),TRUE,
10906,ENT,31382,Hemi Laryngectomy,TRUE,
10907,ENT,31256,Intra Nasal Antrostomy,TRUE,
10908,ENT,31587,Laryngeal Fissure,TRUE,
10909,ENT,30117,Lateral Rhinotomy,TRUE,
10910,ENT,38500,Lymph Node Biopsy,TRUE,
10911,ENT,31599,Micro Laryngeal Surgery (Mls),TRUE,
10912,ENT,42953,Tracheosophageal Excision,TRUE,
10913,ENT,69502,Mastoidectomy,TRUE,
10914,ENT,31575,Micro Laryngoscopy & Biopsy,TRUE,
10915,ENT,31541,Microlaryngeal Surgery,TRUE,
10916,ENT,69642,Modified Radical Mastoidectomy,TRUE,
10917,ENT,69436,Myringotomy & Tube,TRUE,
10918,ENT,69433,Incision of Eardrum with Insertion of Eardrum Tube Under Local or Topical Anesthesia,TRUE,
10919,ENT,30110,Nasal Polypectomy,TRUE,
10920,ENT,38724,Radical Neck Dissection,TRUE,
10921,ENT,42892,Parapharyngeal Tumor Excision,TRUE,
10922,ENT,42410,Superficial Parotidectomy,TRUE,
10923,ENT,69511,Radical Mastoidectomy,TRUE,
10924,ENT,30310,Foreign Body Removal Nose Under GA,TRUE,
10925,ENT,30630,Septoplasty,TRUE,
10926,ENT,69660,Stapedectomy,TRUE,
10927,ENT,42415,Superficial Parotidectomy,TRUE,
10928,ENT,31367,Supralotic Laryngectomy,TRUE,
10929,ENT,31611,Surgical Speech Fistula Reconstruction,TRUE,
10930,ENT,42826,Tonsillectomy,TRUE,
10931,ENT,31365,Total Laryngectomy,TRUE,
10932,ENT,31230,Total Maxillectomy Plus Orbital Exanteration,TRUE,
10933,ENT,30930,Turbinate Repair/Resection,TRUE,
10934,ENT,30130,Turbinectomy,TRUE,
10935,ENT,69644,Tympano Mastoidectomy,TRUE,
10936,ENT,69610,Tympanoplast I-IV,TRUE,
10937,ENT,42145,Uvuto Palatopharyngotomy,TRUE,
10938,ENT,31375,Vertical Hemilaryngectomy,TRUE,
10939,ENT,31637,Bronchoscopic Stenting,TRUE,
10940,ENT,21044,Hemimandibulectomy,TRUE,
10941,ENT,21032,Hemimaxillectomy,TRUE,
10942,ENT,21025,Total Mandibulectomy,TRUE,
10943,ENT,D7560,Caldwel Luc Procedure,TRUE,
10944,ENT,21501,Incision & Drainage of Abscess,TRUE,
10945,ENT,20100,Surgical Toilet & Sulture,TRUE,
10946,ENT,31000,Antral Wash Out Bilateral,TRUE,
10947,ENT,31002,Antral Wash Out Unilateral,TRUE,
10948,ENT,42804,Nasopharynx Biopsy Under LA,TRUE,
10949,ENT,30100,Nose Biopsy Under LA,TRUE,
10950,ENT,40808,Oralpharynx Biopsy Under LA,TRUE,
10951,ENT,30903,Cautarization (Varices) Bilateral,TRUE,
10952,ENT,30901,Cautarization (Varices) Unilateral,TRUE,
10953,ENT,92551,Free Field Audiometry,TRUE,
10954,ENT,92590,Hearing Aid Trial,TRUE,
10955,ENT,D7240,Impaction Removal-Complicated,TRUE,
10956,ENT,69554,Kelloidectomy (Ear) L. A. Bilateral/Unilateral,TRUE,
10957,ENT,92550,Tympanometry,TRUE,
10958,ENT,69209,Removal of Ear Wax(Endoscopy Suction/Washing),TRUE,
10959,ENT,31231,Diagnostic Nasal Endoscopy,TRUE,
10960,ENT,31525,Diagnostic Rigid Laryngoscopy,TRUE,
10961,ENT,12056,Earlobe Repair,TRUE,
10962,ENT,31233,Endoscopic Suction Clearance Nose,TRUE,
10963,ENT,92511,Fibre Optic Nasal Laryngoscope,TRUE,
10964,ENT,69200,Removal of Foreign Body Ear,TRUE,
10965,ENT,69210,Wax Removal,TRUE,
10966,ENT,69220,Tympano Mastoidectomy,TRUE,
10967,ENT,31370,Vertical Hemilaryngectomy,TRUE,
10968,ENT,69799,Stapedectomy,TRUE,
10969,ENT,24410,Superficial Parotidectomy,TRUE,
10970,ENT,15828,Branchial Fistula Excision,TRUE,
10971,ENT,31770,Balloon Bronchoplasty,TRUE,
10972,ENT,42808,Brochoscopy foreign body removal,TRUE,
10973,ENT,30540,Choanal atresia release,TRUE,
10974,ENT,31020,Sinusectomy,TRUE,
10975,ENT,D7920,PLASTIC SURGICAL PROCEDURE,TRUE,
10976,ENT,14040,Plastic Surgery (10 Sq Centimeters or Less),TRUE,
10977,ENT,42426,Total Parotidectomy,TRUE,
10978,ENT,42440,Submandibular Salivary Gland Excision,TRUE,
10979,ENT,42450,Sublingual Savary Gland Excision,TRUE,
10980,ENT,42600,Closure of Abnormal Salivary Gland Drainage Tract,TRUE,
10981,ENT,11446,Keloid Excision,TRUE,
10982,ENT,96372,Keloid Infitration,TRUE,
10983,ENT,99024,Suture Removal,TRUE,
10984,ENT,42180,Uvular Repair / Hamostasis,TRUE,
10985,ENT,31511,Removal of Foreign Body from Voice Box using an Endoscope,TRUE,
10986,DENTAL,D7650,Zygomatic Arch Fracture (Open Reduction),TRUE,
10987,DENTAL,D7660,Zygomatic Arch Fracture (Closed Reduction),TRUE,
10988,DENTAL,D7680,Zygomatic Arch Fracture (Complicated),TRUE,
10989,DENTAL,D7999,Tissue Biopsy (ORAL Unspecified),TRUE,
10990,DENTAL,D7286,Tissue Biopsy (Oral Tissue Incision),TRUE,
10991,DENTAL,D7955,Cleft Lip & Palate Repair,TRUE,
10992,DENTAL,D7840,Condylectomy Unilateral,TRUE,
10993,DENTAL,D7899,Temporomandibular Joint Dysfunction Therapy,TRUE,
10994,DENTAL,D7991,Coronoidectomy,TRUE,
10995,DENTAL,D7450,Dental Cystectomy,TRUE,
10996,DENTAL,D7461,Dental Tumour Excission,TRUE,
10997,DENTAL,41140,Glossectomy,TRUE,
10998,DENTAL,41115,Glossectomy (including floor of Mouth),TRUE,
10999,DENTAL,41116,Tumor Excision (at floor of the Mouth),TRUE,
11000,DENTAL,41120,Hemiglossectomy,TRUE,
11001,DENTAL,41135,Hemiglossectomy (including Lymph Nodes),TRUE,
11002,DENTAL,41114,Tumor Excision (at floor of the Mouth),TRUE,
11003,DENTAL,41145,Total Glossectomy (including its Lymph Nodes),TRUE,
11004,DENTAL,41150,Glossectomy (including Bone),TRUE,
11005,DENTAL,41153,Radical Glossectomy,TRUE,
11006,DENTAL,11444,Kelloidectomy,TRUE,
11007,DENTAL,21046,Mandibular Excision,TRUE,
11008,DENTAL,21462,Open Reduction At Angle of Mandible,TRUE,
11009,DENTAL,21465,Open Reduction At Body of Mandible,TRUE,
11010,DENTAL,D7946,Open Reduction Lefort I,TRUE,
11011,DENTAL,D7947,Lefort I (Maxilla - Segmented),TRUE,
11012,DENTAL,D7948,Open Reduction Lefort II,TRUE,
11013,DENTAL,D7949,Open Reduction Lefort III,TRUE,
11014,DENTAL,D7261,Oral Antral Communication Repair,TRUE,
11015,DENTAL,42330,Salivary Duct Stone Removal,TRUE,
11016,DENTAL,42420,Total Parotidectomy,TRUE,
11017,DENTAL,42505,Plastic Repair of Salivary Duct,TRUE,
11018,DENTAL,42507,Plastic Repair of Salivary Duct(Major Salivary Gland Ducts Bilateraly),TRUE,
11019,DENTAL,42509,Plastic Repair of Salivary Duct (with Gland Excision),TRUE,
11020,DENTAL,42510,Plastic Repair of Salivary Duct (with Tying Duct Bilateraly),TRUE,
11021,DENTAL,42550,Injection of Dye for X-Ray of Salivary Glands,TRUE,
11022,DENTAL,42650,Insertion of Probe for Salivary Gland Duct Dilation,TRUE,
11023,DENTAL,42660,Salivary Gland Duct Dilation,TRUE,
11024,DENTAL,42699,Salivary Gland or Duct Procedure,TRUE,
11025,DENTAL,51999,Transurethral Resection/Incision of Bladder Neck,TRUE,
11026,DENTAL,D7451,Tumour Enucleation,TRUE,
11027,DENTAL,D7460,Tumour Enucleation (Lesion Diameter up to 1.25 Cm),TRUE,
11028,DENTAL,21048,Partial Maxillectomy,TRUE,
11029,DENTAL,21930,Lipoma Excision Minor,TRUE,
11030,DENTAL,D6245,Acrylic Bridge,TRUE,
11031,DENTAL,D2949,Additional Filling,TRUE,
11032,DENTAL,D7670,Alveolar Bone Fracture,TRUE,
11033,DENTAL,D7671,"Alveolus - Open Reduction, Splinting of Teeth",TRUE,
11034,DENTAL,D7771,Alveolus - Closed Reduction Splinting of Teeth,TRUE,
11035,DENTAL,D2140,Amalgam Filling One Surface,TRUE,
11036,DENTAL,D2150,Amalgam Filling-Two or more Surface,TRUE,
11037,DENTAL,D2160,Amalgam Filling-Three Surface,TRUE,
11038,DENTAL,D2161,Amalgam Filling-Four or more Surface,TRUE,
11039,DENTAL,D3410,Apicectomy,TRUE,
11040,DENTAL,D3421,Apicoectomy - Bicuspid (First Root),TRUE,
11041,DENTAL,D3425,Apicoectomy - Molar (First Root),TRUE,
11042,DENTAL,D3426,Apicoectomy (Each Additional Root),TRUE,
11043,DENTAL,21454,Archwire Change,TRUE,
11044,DENTAL,D0270,Bitewing View,TRUE,
11045,DENTAL,D0272,Bitewings - Two Radiographic Images,TRUE,
11046,DENTAL,D0273,Bitewings - Three Radiographic Images,TRUE,
11047,DENTAL,D0274,Bitewings - Four Radiographic Images,TRUE,
11048,DENTAL,D0277,Vertical Bitewings - 7 to 8 Radiographic Images,TRUE,
11049,DENTAL,41872,Arresting Bleeding Socket,TRUE,
11050,DENTAL,41874,Dry / Infected Socket Irrigation,TRUE,
11051,DENTAL,41899,Rotational Flap,TRUE,
11052,DENTAL,D2710,Bridge Construction Per Unit with Composite,TRUE,
11053,DENTAL,D2712,Crown - ¾ Resin-Based Composite (Indirect),TRUE,
11054,DENTAL,31636,Bronchoschopic Stenting using an Endoscope,TRUE,
11055,DENTAL,40650,Cleft Lip (Repair),TRUE,
11056,DENTAL,40652,Cleft Lip (Repair) Half of Lip,TRUE,
11057,DENTAL,40654,Cleftl Lip (Repair) Over Half of Lip,TRUE,
11058,DENTAL,40700,Plastic Repair (One Side of the Nose or Lip),TRUE,
11059,DENTAL,40701,Plastic Repair (Bilateraly of The Nose or Lip),TRUE,
11060,DENTAL,40702,Plastic Repair (Bilatery Nose or Lip),TRUE,
11061,DENTAL,40720,Plastic Repair ( Nasal And Lip),TRUE,
11062,DENTAL,40799,Lip Procedure,TRUE,
11063,DENTAL,42200,Cleft Palate Repair,TRUE,
11064,DENTAL,42205,Repair of Defect of Roof of Mouth,TRUE,
11065,DENTAL,42220,Lengthening of Roof of Mouth,TRUE,
11066,DENTAL,42227,Lengthening of Roof of Mouth using Mucous Membrane Flap,TRUE,
11067,DENTAL,D7250,Complicated Extraction,TRUE,
11068,DENTAL,D7251,Coronectomy – Intentional Partial Tooth Removal,TRUE,
11069,DENTAL,D2330,Composite Filling,TRUE,
11070,DENTAL,D2332,"Composite Filling (Three Surfaces, Anterior)",TRUE,
11071,DENTAL,D2335,Composite Filling (more than Four Surfaces ),TRUE,
11072,DENTAL,D2390,Crown (Made of Composite) Anterior,TRUE,
11073,DENTAL,D2391,Crown (Made of Composite One Surface) Posterior,TRUE,
11074,DENTAL,D2392,Crown (Made of Composite Two Surfaces)Posterior,TRUE,
11075,DENTAL,D2393,Crown (Made of Composite Three Surfaces) Posterior,TRUE,
11076,DENTAL,D2394,Crown (Made Composite Four or more Surface) Posterior,TRUE,
11077,DENTAL,21050,Condylectomy Bilateral,TRUE,
11078,DENTAL,21431,Craniomaxillary Fixation,TRUE,
11079,DENTAL,21432,Craniomaxillary Fixation (Insertion of Hardware),TRUE,
11080,DENTAL,21390,Craniomaxillary Fixation (Involving Broken Eye Socket Bone with Implant),TRUE,
11081,DENTAL,21401,Craniomaxillary Fixation (Closed Reduction involving Eye Socket Bone ),TRUE,
11082,DENTAL,D6010,Dental Inplant,TRUE,
11083,DENTAL,D6011,Second Stage Implant Surgery,TRUE,
11084,DENTAL,D6012,Surgical Placement of Interim Implant Body for Transitional Prosthesis: Endosteal Implant,TRUE,
11085,DENTAL,D6013,Surgical Placement of Mini Implant,TRUE,
11086,DENTAL,D6040,Surgical Placement: Eposteal Implant,TRUE,
11087,DENTAL,D6050,Surgical Placement: Transosteal Implant,TRUE,
11088,DENTAL,D6100,Implant Removal,TRUE,
11089,DENTAL,D6101,Debridement of a Peri-Implant Defect,TRUE,
11090,DENTAL,D6102,Debridement and Osseous Contouring of a Peri-Implant Defect,TRUE,
11091,DENTAL,D6103,Bone Graft for Repair of Peri-Implant Defect – Does not include Flap Entry and Closure,TRUE,
11092,DENTAL,D6104,Bone Graft at Time of Implant Placement,TRUE,
11093,DENTAL,70300,X-Ray Periapical View,TRUE,
11094,DENTAL,70310,"X-Ray of Teeth, Less than Full Mouth",TRUE,
11095,DENTAL,70320,"X-Ray of Teeth, Full Mouth",TRUE,
11096,DENTAL,D5610,Repair Resin Denture Base,TRUE,
11097,DENTAL,D5620,Repair Cast Framework,TRUE,
11098,DENTAL,D5630,Repair or Replace Broken Clasp (Per Tooth),TRUE,
11099,DENTAL,D5640,Replace Broken Teeth ( Per Tooth),TRUE,
11100,DENTAL,D5650,Add Tooth to Existing Partial Denture,TRUE,
11101,DENTAL,D5660,Add Clasp to Existing Partial Denture (Per Tooth),TRUE,
11102,DENTAL,D5670,Replace all Teeth and Acrylic on Cast Metal Framework (Maxillary),TRUE,
11103,DENTAL,D5671,Replace all Teeth and Acrylic on Cast Metal Framework (Mandibular),TRUE,
11104,DENTAL,D5213,Maxillary Partial Denture,TRUE,
11105,DENTAL,D5214,Mandibular Partial Denture,TRUE,
11106,DENTAL,D5221,Immediate Maxillary Partial Denture,TRUE,
11107,DENTAL,D5222,Immediate Mandibular Partial Denture,TRUE,
11108,DENTAL,D5110,Complete Denture (Maxillary),TRUE,
11109,DENTAL,D5120,Complete Denture (Mandibular),TRUE,
11110,DENTAL,D5130,Immediate Complete Denture (Maxillary),TRUE,
11111,DENTAL,D5140,Immediate Complete Denture (Mandibular),TRUE,
11112,DENTAL,D2331,Diastema Closure,TRUE,
11113,DENTAL,D1510,Diesterma Formation,TRUE,
11114,DENTAL,D1515,Space Maintainer (Fixed - Bilateral),TRUE,
11115,DENTAL,D1520,Space Maintainer (Removable - Unilateral),TRUE,
11116,DENTAL,D1525,Space Maintainer ( Removable - Bilateral),TRUE,
11117,DENTAL,D5212,Direct Composite Bridge,TRUE,
11118,DENTAL,D6205,Pontic (Indirect Resin Based Composite),TRUE,
11119,DENTAL,D6710,Retainer Crown (Indirect Resin Based Composite),TRUE,
11120,DENTAL,D6549,Resin Retainer (for Resin Bonded Fixed Prosthesis),TRUE,
11121,DENTAL,D7220,Tooth Extraction (Complex),TRUE,
11122,DENTAL,D7230,Removal of Impacted Tooth ( Partially Bony),TRUE,
11123,DENTAL,D7241,"Removal of Impacted Tooth -(Completely Bony, with Unusual Surgical Complications)",TRUE,
11124,DENTAL,41823,Dry Socket,TRUE,
11125,DENTAL,D1206,Floride Vanish Application,TRUE,
11126,DENTAL,D1208,Topical Application of Fluoride -(Excluding Varnish),TRUE,
11127,DENTAL,D3230,Endodontic Treatment Anterior,TRUE,
11128,DENTAL,D3310,"Endodontic Therapy (Anterior Tooth, Excluding Final Restoration)",TRUE,
11129,DENTAL,D3240,Endodontic Treatment Molar,TRUE,
11130,DENTAL,D3330,"Endodontic Therapy, Molar (Excluding Final Restoration)",TRUE,
11131,DENTAL,D3320,Endodontic Treatment Premolar,TRUE,
11132,DENTAL,D3331,Treatment of Root Canal Obstruction (Non-Surgical Access),TRUE,
11133,DENTAL,D3332,"Incomplete Endodontic Therapy (Inoperable, Unrestorable or Fractured Tooth)",TRUE,
11134,DENTAL,D3333,Internal Root Repair of Perforation Defects,TRUE,
11135,DENTAL,D7140,Tooth Extraction Permanent,TRUE,
11136,DENTAL,D7111,Tooth Extraction Decidous,TRUE,
11137,DENTAL,D2950,Tooth Filling with Pin Additional-Anterior,TRUE,
11138,DENTAL,D2951,Tooth Filling with Pin Additional-Posterior,TRUE,
11139,DENTAL,D2952,Crown and Bridge,TRUE,
11140,DENTAL,D8030,Limited Orthodontic Treatment of The Adolescent Dentition,TRUE,
11141,DENTAL,D8050,Interceptive Orthodontic Treatment of the Primary Dentition,TRUE,
11142,DENTAL,D8070,Comprehensive Orthodontic Treatment of the Transitional Dentition,TRUE,
11143,DENTAL,D8080,Comprehensive Orthodontic Treatment of the Adolescent Dentition,TRUE,
11144,DENTAL,D8090,Comprehensive Orthodontic Treatment of the Adult Dentition,TRUE,
11145,DENTAL,D8220,Fixed Appliance Therapy,TRUE,
11146,DENTAL,D8660,Pre-Orthodontic Treatment Examination to Monitor Growth and Development,TRUE,
11147,DENTAL,D8680,"Orthodontic Retention (Removal of Appliances, Construction and Placement of Retainer(S))",TRUE,
11148,DENTAL,D8681,Removable Orthodontic Retainer Adjustment,TRUE,
11149,DENTAL,D8690,Orthodontic Treatment (Alternative Billing to A Contract Fee),TRUE,
11150,DENTAL,D8691,Repair of Orthodontic Appliance,TRUE,
11151,DENTAL,D8692,Replacement of Lost or Broken Retainer,TRUE,
11152,DENTAL,D8693,Re-Cement or Re-Bond Fixed Retainer,TRUE,
11153,DENTAL,D8694,Repair of Fixed Retainers (Includes Reattachment),TRUE,
11154,DENTAL,D7971,Flapectomy (Dental),TRUE,
11155,DENTAL,D4210,Gingivectomy,TRUE,
11156,DENTAL,D4211,Gingivectomy or Gingivoplasty (Tooth Bounded Spaces Per Quadrant),TRUE,
11157,DENTAL,D4212,"Gingivectomy or Gingivoplasty (To Allow Access for Restorative Procedure, Per Tooth)",TRUE,
11158,DENTAL,D4230,Anatomical Crown Exposure (Four or more Contiguous Teeth Per Quadrant),TRUE,
11159,DENTAL,D4231,Anatomical Crown Exposure ( One to Three Teeth Per Quadrant),TRUE,
11160,DENTAL,D4240,"Gingival Flap Procedure (including Root Planning , Four or more Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)",TRUE,
11161,DENTAL,D4241,"Gingival Flap Procedure (Including Root Planning, One to Three Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)",TRUE,
11162,DENTAL,D2940,Glass Ionomer Filling,TRUE,
11163,DENTAL,D2920,Re-Cement or Re-Bond Crown,TRUE,
11164,DENTAL,21244,Reconstruction of Lower Jaw Bone With Insertion of Bone Plate,TRUE,
11165,DENTAL,21245,Partial Repair of Lower Jaw or Cheek Bone With Implant,TRUE,
11166,DENTAL,21248,Partial Reconstruction of Lower Jaw or Cheek Bone with Insertion of Implant,TRUE,
11167,DENTAL,21070,Removal of Diseased or Fractured Portion of Lower Jaw Bone,TRUE,
11168,DENTAL,21034,Removal of Malignant Growth of Upper Jaw or Cheek Bone,TRUE,
11169,DENTAL,D5931,"Obturator Prosthesis, Surgical",TRUE,
11170,DENTAL,41800,I & D (Dental Abcess),TRUE,
11171,DENTAL,D7510,Incision and Drainage of Abscess (Intraoral Soft Tissue),TRUE,
11172,DENTAL,D7511,Incision and Drainage of Abscess (Intraoral includes Drainage of Multiple Fascial Spaces),TRUE,
11173,DENTAL,D7520,Incision and Drainage of Abscess (Extraoral Soft Tissue),TRUE,
11174,DENTAL,D7521,Incision and Drainage of Abscess (Extraoral Soft Tissue includes Drainage of Multiple Fascial Spaces),TRUE,
11175,DENTAL,21076,Impression & Model Cast,TRUE,
11176,DENTAL,21077,Impression and Preparation of Eye Socket Prosthesis,TRUE,
11177,DENTAL,21079,Impression and Custom Preparation of Temporary Oral Prosthesis,TRUE,
11178,DENTAL,21080,Impression and Custom Preparation of Permanent Oral Prosthesis,TRUE,
11179,DENTAL,21081,Impression and Custom Preparation of Lower Jaw Bone Prosthesis,TRUE,
11180,DENTAL,21082,Impression and Custom Preparation of Prosthesis for Roof of Mouth Enlargement,TRUE,
11181,DENTAL,21083,Impression and Custom Preparation of Roof of Mouth Prosthesis,TRUE,
11182,DENTAL,21084,Impression and Custom Preparation of Speech Aid Prosthesis,TRUE,
11183,DENTAL,21453,Closed Treatment of Broken Jaw Bone with Insertion of Hardware or Oral Splint,TRUE,
11184,DENTAL,21461,Open Treatment of Broken Jaw Bone,TRUE,
11185,DENTAL,11200,Ligature Change,TRUE,
11186,DENTAL,D7921,Mandibular Grafting,TRUE,
11187,DENTAL,D7950,Mandible or Maxilla Gaft (Autogenous or Nonautogenous),TRUE,
11188,DENTAL,D7295,Mandible or Maxilla Graft (Harvest of Bone),TRUE,
11189,DENTAL,D7953,Mandible or Maxilla Graft (Bone Replacement Graft for Ridge Preservation),TRUE,
11190,DENTAL,D4265,Biologic Materials to Aid in Soft and Osseous Tissue Regeneration,TRUE,
11191,DENTAL,20969,Placement of skin and Bone Flap with Microvascular Connection,TRUE,
11192,DENTAL,21049,Maxillectomy (External Removal of Upper Jaw Bone Growth or Cyst),TRUE,
11193,DENTAL,D0240,Oclusal View,TRUE,
